Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,Experiment,gender,genetic_condition,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,tissue,GEO_Accession (exp)
SRR3440795,Bisulfite-Seq,150,3535345050,PRJNA319643,SAMN04902152,1705227724,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727170,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132882,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132882
SRR3440796,Bisulfite-Seq,150,1965610200,PRJNA319643,SAMN04902153,853214531,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727171,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132883,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132883
SRR3440797,Bisulfite-Seq,150,2107282200,PRJNA319643,SAMN04902153,878374637,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727171,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132883,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132883
SRR3440798,Bisulfite-Seq,150,3162520950,PRJNA319643,SAMN04902154,1386708910,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727172,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132884,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132884
SRR3440799,Bisulfite-Seq,150,2812470450,PRJNA319643,SAMN04902155,1220010248,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727173,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132885,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132885
SRR3440800,Bisulfite-Seq,150,4264920900,PRJNA319643,SAMN04902155,2026867506,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727173,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132885,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132885
SRR3440801,Bisulfite-Seq,150,3364672500,PRJNA319643,SAMN04902156,1484625032,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727174,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132886,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132886
SRR3440802,Bisulfite-Seq,150,3249104550,PRJNA319643,SAMN04902156,1491640317,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727174,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132886,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132886
SRR3440803,Bisulfite-Seq,150,3003381750,PRJNA319643,SAMN04902157,1306774861,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727175,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132887,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132887
SRR3440804,Bisulfite-Seq,150,2859279000,PRJNA319643,SAMN04902157,1211518682,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727175,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132887,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132887
SRR3440805,Bisulfite-Seq,150,2995043550,PRJNA319643,SAMN04902158,1241155797,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727176,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132888,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132888
SRR3440806,Bisulfite-Seq,150,3491117100,PRJNA319643,SAMN04902158,1480939237,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727176,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132888,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132888
SRR3440807,Bisulfite-Seq,150,95732250,PRJNA319643,SAMN04902159,54812073,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727177,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:40:00Z,1,GSM2132889,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132889
SRR3440808,Bisulfite-Seq,150,3760392750,PRJNA319643,SAMN04902159,2408277286,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727177,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132889,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132889
SRR3440809,Bisulfite-Seq,150,1392050850,PRJNA319643,SAMN04902160,563561464,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727178,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132890,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132890
SRR3440810,Bisulfite-Seq,150,2410614150,PRJNA319643,SAMN04902160,1090428565,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727178,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132890,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132890
SRR3440811,Bisulfite-Seq,150,4997889300,PRJNA319643,SAMN04902161,2396425283,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727179,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132891,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132891
SRR3440812,Bisulfite-Seq,150,1066320600,PRJNA319643,SAMN04902162,474063104,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727180,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,GSM2132892,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132892
SRR3440813,Bisulfite-Seq,150,2318667600,PRJNA319643,SAMN04902162,975188672,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727180,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132892,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132892
SRR3440814,Bisulfite-Seq,150,2353385400,PRJNA319643,SAMN04902163,1010813469,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727181,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132893,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132893
SRR3440815,Bisulfite-Seq,150,2464333200,PRJNA319643,SAMN04902163,1044368622,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727181,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132893,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132893
SRR3440816,Bisulfite-Seq,150,3317690550,PRJNA319643,SAMN04902164,1417334778,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727182,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,GSM2132894,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132894
SRR3440817,Bisulfite-Seq,150,4440762150,PRJNA319643,SAMN04902165,2000795512,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727183,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132895,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132895
SRR3440818,Bisulfite-Seq,150,2224233600,PRJNA319643,SAMN04902166,958975142,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727184,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132896,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132896
SRR3440819,Bisulfite-Seq,150,2081209800,PRJNA319643,SAMN04902166,869973510,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727184,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132896,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132896
SRR3440820,Bisulfite-Seq,150,1493444400,PRJNA319643,SAMN04902167,643951270,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727185,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132897,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132897
SRR3440821,Bisulfite-Seq,150,1478006100,PRJNA319643,SAMN04902167,613746783,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727185,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,GSM2132897,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132897
SRR3440822,Bisulfite-Seq,150,3158145750,PRJNA319643,SAMN04902168,1377394665,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727186,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132898,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132898
SRR3440823,Bisulfite-Seq,150,4329174900,PRJNA319643,SAMN04902168,2047253458,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727186,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132898,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132898
SRR3440824,Bisulfite-Seq,150,2956446900,PRJNA319643,SAMN04902169,1291352576,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727187,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132899,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132899
SRR3440825,Bisulfite-Seq,150,4507915500,PRJNA319643,SAMN04902169,2161969235,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727187,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132899,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132899
SRR3440826,Bisulfite-Seq,150,77323950,PRJNA319643,SAMN04902170,37483591,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727188,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,GSM2132900,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132900
SRR3440827,Bisulfite-Seq,150,3158617950,PRJNA319643,SAMN04902170,2023596806,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727188,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132900,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132900
SRR3440828,Bisulfite-Seq,150,2327763450,PRJNA319643,SAMN04902171,984253199,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727189,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132901,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132901
SRR3440829,Bisulfite-Seq,150,2647049550,PRJNA319643,SAMN04902171,1104089489,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727189,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132901,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132901
SRR3440830,Bisulfite-Seq,150,2086108800,PRJNA319643,SAMN04902172,903362593,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727190,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132902,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132902
SRR3440831,Bisulfite-Seq,150,2251212150,PRJNA319643,SAMN04902172,961268606,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727190,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132902,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132902
SRR3440832,Bisulfite-Seq,150,3841279350,PRJNA319643,SAMN04902173,1670768336,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727191,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132903,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132903
SRR3440833,Bisulfite-Seq,150,1888045650,PRJNA319643,SAMN04902174,789736398,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727192,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132904,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132904
SRR3440834,Bisulfite-Seq,150,2824982700,PRJNA319643,SAMN04902174,1308801998,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727192,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132904,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132904
SRR3440835,Bisulfite-Seq,150,1936378050,PRJNA319643,SAMN04902175,820757847,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727193,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132905,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132905
SRR3440836,Bisulfite-Seq,150,2140541550,PRJNA319643,SAMN04902175,906944570,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727193,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132905,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132905
SRR3440837,Bisulfite-Seq,150,2281316250,PRJNA319643,SAMN04902176,998012781,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727194,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132906,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132906
SRR3440838,Bisulfite-Seq,150,3495366900,PRJNA319643,SAMN04902176,1698725896,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727194,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132906,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132906
SRR3440839,Bisulfite-Seq,150,4394561850,PRJNA319643,SAMN04902177,1969542504,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727195,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132907,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132907
SRR3440840,Bisulfite-Seq,150,2199470850,PRJNA319643,SAMN04902178,946756235,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727196,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132908,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132908
SRR3440841,Bisulfite-Seq,150,2342974050,PRJNA319643,SAMN04902178,978095698,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727196,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,GSM2132908,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132908
SRR3440842,Bisulfite-Seq,150,1627346250,PRJNA319643,SAMN04902092,709289353,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727197,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132909,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132909
SRR3440843,Bisulfite-Seq,150,1638316050,PRJNA319643,SAMN04902092,675049850,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727197,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,GSM2132909,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132909
SRR3440844,Bisulfite-Seq,150,3310622400,PRJNA319643,SAMN04902093,1503511764,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727198,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:03:00Z,1,GSM2132910,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132910
SRR3440845,Bisulfite-Seq,150,3197080200,PRJNA319643,SAMN04902093,1540179874,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727198,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132910,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132910
SRR3440846,Bisulfite-Seq,150,3320070300,PRJNA319643,SAMN04902094,1430660551,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727199,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132911,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132911
SRR3440847,Bisulfite-Seq,150,4022313600,PRJNA319643,SAMN04902179,1814349202,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727200,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132912,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132912
SRR3440848,Bisulfite-Seq,150,1897007250,PRJNA319643,SAMN04902180,817449386,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727201,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132913,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132913
SRR3440849,Bisulfite-Seq,150,1925414850,PRJNA319643,SAMN04902180,790985303,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727201,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132913,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132913
SRR3440850,Bisulfite-Seq,150,1827733350,PRJNA319643,SAMN04902091,739682157,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727202,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132914,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132914
SRR3440851,Bisulfite-Seq,150,3165408300,PRJNA319643,SAMN04902091,1425149645,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727202,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132914,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132914
SRR3440852,Bisulfite-Seq,150,2290107750,PRJNA319643,SAMN04902096,1005226508,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727203,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132915,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132915
