geo_accession,sample name,run,assay type,avgspotlen,bases,bioproject,biosample,bytes,center name,consent,datastore filetype,datastore provider,datastore region,diet,experiment,gender,genetic_condition,instrument,librarylayout,libraryselection,librarysource,organism,platform,releasedate,create_date,version,source_name,sra study,strain,tissue,geo_accession (exp),strain/condition,age,sex,aligned pe reads,prepared for sequencing ,used in subset 1/2,age_days
GSM2132872,M1208,SRR3440778,Bisulfite-Seq,150,2916260850,PRJNA319643,SAMN04902232,1255670197,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727160,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132872,C57BL/6,12,Male,26091598,D.A. Petkovich,1.0,360.0
GSM2132872,M1208,SRR3440779,Bisulfite-Seq,150,2796746700,PRJNA319643,SAMN04902232,1189166882,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727160,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132872,C57BL/6,12,Male,26091598,D.A. Petkovich,1.0,360.0
GSM2132873,M1209,SRR3440780,Bisulfite-Seq,150,2481087300,PRJNA319643,SAMN04902233,1095868394,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727161,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132873,C57BL/6,12,Male,11194277,D.A. Petkovich,1.0,360.0
GSM2132874,M1210,SRR3440781,Bisulfite-Seq,150,3314116050,PRJNA319643,SAMN04902234,1485084030,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727162,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132874,C57BL/6,12,Male,14773416,D.A. Petkovich,1.0,360.0
GSM2132875,M1601,SRR3440782,Bisulfite-Seq,150,2299326750,PRJNA319643,SAMN04902235,960767423,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727163,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132875,C57BL/6,16,Male,25118612,D.A. Petkovich,2.0,480.0
GSM2132875,M1601,SRR3440783,Bisulfite-Seq,150,3333238350,PRJNA319643,SAMN04902235,1549179532,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727163,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132875,C57BL/6,16,Male,25118612,D.A. Petkovich,2.0,480.0
GSM2132876,M1602,SRR3440784,Bisulfite-Seq,150,2571364800,PRJNA319643,SAMN04902236,1117466613,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727164,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132876,C57BL/6,16,Male,23768883,D.A. Petkovich,2.0,480.0
GSM2132876,M1602,SRR3440785,Bisulfite-Seq,150,2687122050,PRJNA319643,SAMN04902236,1115984416,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727164,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132876,C57BL/6,16,Male,23768883,D.A. Petkovich,2.0,480.0
GSM2132877,M1603,SRR3440786,Bisulfite-Seq,150,956966400,PRJNA319643,SAMN04902237,435482141,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727165,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:41:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132877,C57BL/6,16,Male,50125642,D.A. Petkovich,2.0,480.0
GSM2132877,M1603,SRR3440787,Bisulfite-Seq,150,1467565950,PRJNA319643,SAMN04902237,729294733,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727165,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132877,C57BL/6,16,Male,50125642,D.A. Petkovich,2.0,480.0
GSM2132878,M1605,SRR3440788,Bisulfite-Seq,150,1678016400,PRJNA319643,SAMN04902238,712750006,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727166,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:43:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132878,C57BL/6,16,Male,17071667,D.A. Petkovich,2.0,480.0
GSM2132878,M1605,SRR3440789,Bisulfite-Seq,150,2033901900,PRJNA319643,SAMN04902238,850047206,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727166,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132878,C57BL/6,16,Male,17071667,D.A. Petkovich,2.0,480.0
GSM2132879,M1606,SRR3440790,Bisulfite-Seq,150,2021552250,PRJNA319643,SAMN04902239,910299387,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727167,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132879,C57BL/6,16,Male,9163195,D.A. Petkovich,2.0,480.0
GSM2132880,M1607,SRR3440791,Bisulfite-Seq,150,68649150,PRJNA319643,SAMN04902240,33225972,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727168,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:39:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132880,C57BL/6,16,Male,10643874,D.A. Petkovich,1.0,480.0
GSM2132880,M1607,SRR3440792,Bisulfite-Seq,150,2584972650,PRJNA319643,SAMN04902240,1660335677,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727168,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132880,C57BL/6,16,Male,10643874,D.A. Petkovich,1.0,480.0
GSM2132881,M1608,SRR3440793,Bisulfite-Seq,150,3666609600,PRJNA319643,SAMN04902151,1599552558,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727169,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:01:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132881,C57BL/6,16,Male,24106200,D.A. Petkovich,2.0,480.0
GSM2132882,M1609,SRR3440794,Bisulfite-Seq,150,2308153350,PRJNA319643,SAMN04902152,1022505346,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727170,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132882,C57BL/6,16,Male,27285980,D.A. Petkovich,2.0,480.0
GSM2132882,M1609,SRR3440795,Bisulfite-Seq,150,3535345050,PRJNA319643,SAMN04902152,1705227724,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727170,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132882,C57BL/6,16,Male,27285980,D.A. Petkovich,2.0,480.0
GSM2132883,M1610,SRR3440796,Bisulfite-Seq,150,1965610200,PRJNA319643,SAMN04902153,853214531,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727171,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132883,C57BL/6,16,Male,19445768,D.A. Petkovich,1.0,480.0
GSM2132883,M1610,SRR3440797,Bisulfite-Seq,150,2107282200,PRJNA319643,SAMN04902153,878374637,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727171,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132883,C57BL/6,16,Male,19445768,D.A. Petkovich,1.0,480.0
GSM2132884,M2001,SRR3440798,Bisulfite-Seq,150,3162520950,PRJNA319643,SAMN04902154,1386708910,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727172,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132884,C57BL/6,20,Male,13359472,D.A. Petkovich,2.0,600.0
GSM2132885,M2003,SRR3440799,Bisulfite-Seq,150,2812470450,PRJNA319643,SAMN04902155,1220010248,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727173,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132885,C57BL/6,20,Male,37611928,D.A. Petkovich,2.0,600.0
GSM2132885,M2003,SRR3440800,Bisulfite-Seq,150,4264920900,PRJNA319643,SAMN04902155,2026867506,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727173,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132885,C57BL/6,20,Male,37611928,D.A. Petkovich,2.0,600.0
GSM2132886,M2004,SRR3440801,Bisulfite-Seq,150,3364672500,PRJNA319643,SAMN04902156,1484625032,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727174,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132886,C57BL/6,20,Male,23501732,D.A. Petkovich,2.0,600.0
GSM2132886,M2004,SRR3440802,Bisulfite-Seq,150,3249104550,PRJNA319643,SAMN04902156,1491640317,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727174,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132886,C57BL/6,20,Male,23501732,D.A. Petkovich,2.0,600.0
GSM2132887,M2005,SRR3440803,Bisulfite-Seq,150,3003381750,PRJNA319643,SAMN04902157,1306774861,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727175,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132887,C57BL/6,20,Male,26263090,D.A. Petkovich,2.0,600.0
GSM2132887,M2005,SRR3440804,Bisulfite-Seq,150,2859279000,PRJNA319643,SAMN04902157,1211518682,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727175,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132887,C57BL/6,20,Male,26263090,D.A. Petkovich,2.0,600.0
GSM2132888,M2006,SRR3440805,Bisulfite-Seq,150,2995043550,PRJNA319643,SAMN04902158,1241155797,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727176,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132888,C57BL/6,20,Male,28791876,D.A. Petkovich,2.0,600.0
GSM2132888,M2006,SRR3440806,Bisulfite-Seq,150,3491117100,PRJNA319643,SAMN04902158,1480939237,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727176,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132888,C57BL/6,20,Male,28791876,D.A. Petkovich,2.0,600.0
GSM2132889,M2007,SRR3440807,Bisulfite-Seq,150,95732250,PRJNA319643,SAMN04902159,54812073,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727177,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:40:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132889,C57BL/6,20,Male,14534381,D.A. Petkovich,1.0,600.0
GSM2132889,M2007,SRR3440808,Bisulfite-Seq,150,3760392750,PRJNA319643,SAMN04902159,2408277286,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727177,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132889,C57BL/6,20,Male,14534381,D.A. Petkovich,1.0,600.0
GSM2132890,M2008,SRR3440809,Bisulfite-Seq,150,1392050850,PRJNA319643,SAMN04902160,563561464,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727178,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132890,C57BL/6,20,Male,16452266,D.A. Petkovich,1.0,600.0
GSM2132890,M2008,SRR3440810,Bisulfite-Seq,150,2410614150,PRJNA319643,SAMN04902160,1090428565,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727178,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132890,C57BL/6,20,Male,16452266,D.A. Petkovich,1.0,600.0
GSM2132891,M2009,SRR3440811,Bisulfite-Seq,150,4997889300,PRJNA319643,SAMN04902161,2396425283,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727179,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132891,C57BL/6,20,Male,33183039,D.A. Petkovich,2.0,600.0
GSM2132892,M2010,SRR3440812,Bisulfite-Seq,150,1066320600,PRJNA319643,SAMN04902162,474063104,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727180,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132892,C57BL/6,20,Male,15088007,D.A. Petkovich,1.0,600.0
GSM2132892,M2010,SRR3440813,Bisulfite-Seq,150,2318667600,PRJNA319643,SAMN04902162,975188672,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727180,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132892,C57BL/6,20,Male,15088007,D.A. Petkovich,1.0,600.0
GSM2132893,M2201,SRR3440814,Bisulfite-Seq,150,2353385400,PRJNA319643,SAMN04902163,1010813469,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727181,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132893,C57BL/6,22,Male,21781309,D.A. Petkovich,2.0,660.0
GSM2132893,M2201,SRR3440815,Bisulfite-Seq,150,2464333200,PRJNA319643,SAMN04902163,1044368622,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727181,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132893,C57BL/6,22,Male,21781309,D.A. Petkovich,2.0,660.0
GSM2132894,M2202,SRR3440816,Bisulfite-Seq,150,3317690550,PRJNA319643,SAMN04902164,1417334778,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727182,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132894,C57BL/6,22,Male,14780700,D.A. Petkovich,1.0,660.0
GSM2132895,M2203,SRR3440817,Bisulfite-Seq,150,4440762150,PRJNA319643,SAMN04902165,2000795512,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727183,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132895,C57BL/6,22,Male,19539405,D.A. Petkovich,1.0,660.0
GSM2132896,M2204,SRR3440818,Bisulfite-Seq,150,2224233600,PRJNA319643,SAMN04902166,958975142,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727184,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132896,C57BL/6,22,Male,19246121,D.A. Petkovich,1.0,660.0
GSM2132896,M2204,SRR3440819,Bisulfite-Seq,150,2081209800,PRJNA319643,SAMN04902166,869973510,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727184,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132896,C57BL/6,22,Male,19246121,D.A. Petkovich,1.0,660.0
GSM2132897,M2205,SRR3440820,Bisulfite-Seq,150,1493444400,PRJNA319643,SAMN04902167,643951270,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727185,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132897,C57BL/6,22,Male,13508365,D.A. Petkovich,1.0,660.0
GSM2132897,M2205,SRR3440821,Bisulfite-Seq,150,1478006100,PRJNA319643,SAMN04902167,613746783,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727185,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:45:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132897,C57BL/6,22,Male,13508365,D.A. Petkovich,1.0,660.0
GSM2132898,M2206,SRR3440822,Bisulfite-Seq,150,3158145750,PRJNA319643,SAMN04902168,1377394665,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727186,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132898,C57BL/6,22,Male,31493688,D.A. Petkovich,1.0,660.0
GSM2132898,M2206,SRR3440823,Bisulfite-Seq,150,4329174900,PRJNA319643,SAMN04902168,2047253458,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727186,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132898,C57BL/6,22,Male,31493688,D.A. Petkovich,1.0,660.0
GSM2132899,M2208,SRR3440824,Bisulfite-Seq,150,2956446900,PRJNA319643,SAMN04902169,1291352576,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727187,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132899,C57BL/6,22,Male,151368591,D.A. Petkovich,1.0,660.0
GSM2132899,M2208,SRR3440825,Bisulfite-Seq,150,4507915500,PRJNA319643,SAMN04902169,2161969235,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727187,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132899,C57BL/6,22,Male,151368591,D.A. Petkovich,1.0,660.0
GSM2132900,M2209,SRR3440826,Bisulfite-Seq,150,77323950,PRJNA319643,SAMN04902170,37483591,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727188,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:42:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132900,C57BL/6,22,Male,12111783,D.A. Petkovich,2.0,660.0
GSM2132900,M2209,SRR3440827,Bisulfite-Seq,150,3158617950,PRJNA319643,SAMN04902170,2023596806,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727188,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132900,C57BL/6,22,Male,12111783,D.A. Petkovich,2.0,660.0
